id,verdict,reason,better,batch,attribution_read
report8:79cdbbc0f2,deny,"1 is the t-1 subscript, not the ARI value",,report8 part 1,
report8:c445121435,confirm,benchmark_n_wells=66 matches the stated 66 reference wells,,report8 part 1,benchmark_n_wells = 66 [08_report_numbers.csv]
report8:662d6e9d6f,confirm,DIFF_IDW_GRID_M=50 matches the stated 50 m grid,,report8 part 1,DIFF_IDW_GRID_M = 50 [config.py]
report8:d905049578,deny,"RANWELL_IDW_POWER is the Ranwell historical-reconstruction IDW exponent (config.py comment: 'wells behind the modern surface'), a different script from this cluster-coefficient map; DIFF_IDW_POWER=2 applies here",DIFF_IDW_POWER = 2 [config.py],report8 part 1,RANWELL_IDW_POWER = 2 [config.py]
report8:3cc299b25b,deny,"same Ranwell-vs-coefficient-map constant mismatch, repeated",DIFF_IDW_POWER = 2 [config.py],report8 part 1,RANWELL_IDW_POWER = 2 [config.py]
report8:dcb3a5ea32,confirm,matches the 66 reference wells,,report8 part 1,66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv]
report8:fed6118624,confirm,LCSC_DATA_LIMIT=100 matches the stated 100-month per-well fitting window,,report8 part 1,LCSC_DATA_LIMIT = 100 [config.py]
report8:6e730e741b,deny,p2's DEM elevation is unrelated to the stated count of 9 C4 wells,"the C4 well count (9, per CLAUDE.md partition table), not registered",report8 part 1,p2 · DEM_Ground_Elev = 9 [01_locations.csv]
report8:6ac281ee64,deny,"COAST_CHRONIC_YEARS is a years-based config constant, unrelated to the stated count of 5 C5 wells","the C5 well count (5, per CLAUDE.md partition table), not registered",report8 part 1,COAST_CHRONIC_YEARS = 5 [config.py]
report8:63d7fe7b16,confirm,RIDGE_REF_E matches the stated easting,,report8 part 1,RIDGE_REF_E = 241750 [config.py]
report8:a3bcab6a38,confirm,RIDGE_REF_N matches the stated northing,,report8 part 1,RIDGE_REF_N = 364500 [config.py]
report8:5355770328,deny,"2 is the '2' in the t-half-life fraction notation, not WTF_C_DRY_BASELINE",,report8 part 1,
report8:d41e57ffd2,deny,"same half-life notation, repeated",,report8 part 1,
report8:6de9776428,deny,"1 is the numerator in '1/beta_3', not a canopy ratio",,report8 part 1,
report8:d04fff267a,deny,"r_vs_Elevation is an elevation-vs-coefficient correlation, unrelated to the stated tau-vs-t_half per-well correlation","the tau-vs-t_half correlation output, not registered",report8 part 1,max of r_vs_Elevation · r_vs_Elevation = 0.983 [10c_forest_zone_correlations.csv]
report8:8071b6893e,deny,"1 is the CUSUM formula's summation lower bound, not the ARI value",,report8 part 1,
report8:bda8092509,deny,"42 is part of the well name 'ceh42', not RESIDUAL_CLIM_BOOT_SEED",,report8 part 1,RESIDUAL_CLIM_BOOT_SEED = 42 [config.py]
report8:548e9cd529,confirm,ceh4 dist_coast_m matches,,report8 part 1,ceh4 · dist_coast_m = 220.7 [01_dist_coast_validation.csv]
report8:0d9abaf844,confirm,ceh36 dist_coast_m matches,,report8 part 1,ceh36 · dist_coast_m = 312.9 [01_dist_coast_validation.csv]
report8:b3a7b1aeff,confirm,ceh22 dist_coast_m matches,,report8 part 1,ceh22 · dist_coast_m = 146.7 [01_dist_coast_validation.csv]
report8:b21c17bc88,deny,"rain_pre_post_felling_diff is a rainfall metric, unrelated to ceh4's years of pre-scraping baseline record","a well-installation/baseline-duration figure, not registered",report8 part 1,rain_pre_post_felling_diff · Value = 8.925 [00_report_numbers.csv]
report8:511cca9c3b,deny,ceh21's dem elevation is unrelated to ceh36's years of baseline record,"a baseline-duration figure for ceh36, not registered",report8 part 1,ceh21 · dem = 4.172 [07_coeff_maps_data.csv]
report8:88f342bc95,deny,a t-statistic for CEH36 is unrelated to ceh21's years of pre-2015 baseline,"a baseline-duration figure for ceh21, not registered",report8 part 1,CEH36 / Paired · t_stat = 4.848 [09c_02_summer_minima_shifts.csv]
report8:885761c432,confirm,"ceh4 dist_coast_m matches, repeated mention",,report8 part 1,ceh4 · dist_coast_m = 220.7 [01_dist_coast_validation.csv]
report8:b91cf94ba0,deny,"'1)' is a list-item marker, not the BACI metric",,report8 part 1,
report8:9b57eff596,deny,"N_summers is a pre-scrape-period summer count, not the stated count of 10 wells on the transect","the transect well count, not registered",report8 part 1,C3 Warren interior / Pre-scrape 2005–14 · N_summers = 10 [21_forestry_02_distributions_means.csv]
report8:6b60f94be1,deny,"'2)' is a list-item marker, not the config value",,report8 part 1,ENVELOPE_METRIC_REF_MIN_WET = 2 [config.py]
report8:5e5727a086,deny,"1 is the formula's t subscript, not an unrelated 1930 climate-summary row",,report8 part 1,
report8:1275d3e3de,deny,"2 is the beta_2 subscript, not a PET-trend month value",,report8 part 1,
report8:fad346757b,confirm,clearfell canopy index (22 Apr 2017) matches,,report8 part 1,clearfell / 2017-04-22 / aerial22-4-2017.png · index = 1.23527 [41_01_canopy_index.csv]
report8:bf178a54fd,confirm,clearfell canopy index (28 Jun 2018) matches,,report8 part 1,clearfell / 2018-06-28 / aerial28-6-2018.png · index = 0.14085 [41_01_canopy_index.csv]
report8:12a465194a,confirm,wmc3 distance matches,,report8 part 1,WMC3 · Distance_m = 45 [10g_03_clearfell_transect_steps.csv]
report8:de840d6d50,confirm,ceh31 distance matches the range's low end,,report8 part 1,CEH31 · Distance_m = 152 [10g_03_clearfell_transect_steps.csv]
report8:78df3b27cc,confirm,ceh20 distance matches the range's high end,,report8 part 1,CEH20 · Distance_m = 229 [10g_03_clearfell_transect_steps.csv]
report8:8081df35c8,confirm,ceh34 distance matches the range's low end,,report8 part 1,CEH34 · Distance_m = 306 [10g_03_clearfell_transect_steps.csv]
report8:21506695d4,confirm,ceh2 distance matches the range's high end,,report8 part 1,CEH2 · Distance_m = 428 [10g_03_clearfell_transect_steps.csv]
report8:8fb4619628,confirm,ceh9 dist_m matches the climate-control range's low end,,report8 part 1,ceh9 · dist_m = 571.091 [09b_01_individual_well_baci.csv]
report8:6bc1831384,deny,CEH34_hindcast_r2 is for a different well; the sentence's r2=0.91 is specifically for the ceh9-donor regression,"the ceh9-donor regression r2, not registered",report8 part 1,CEH34_hindcast_r2 = 0.911456 [10_consolidated_report_numbers.csv]
report8:12c0848890,deny,"CANOPY_MARKER_MIN_PX is an image-processing pixel threshold, unrelated to the stated count of 12 control wells","the summed control-well count (4+5+3), not registered",report8 part 1,CANOPY_MARKER_MIN_PX = 12 [config.py]
report8:ffe9b72708,deny,"'1)' is a list-item marker, not the BACI metric",,report8 part 1,
report8:2ef60541a2,deny,"0 is the illustrative 'cwb=0, d_scrape=0' condition, not the BACI metric value",,report8 part 1,
report8:f5162886ec,deny,"same illustrative zero-condition, repeated",,report8 part 1,
report8:298da018ee,deny,"xi=1 is the stated reference/unity value, not either candidate's actual fitted s_coast",,report8 part 1,BACI_step_below_floor = 1 [09_scrape_report_numbers.csv]
report8:8a4e68d55e,confirm,ranwell_shoreline_retreat_1899_2026_m matches the stated 127 m retreat,,report8 part 1,ranwell_shoreline_retreat_1899_2026_m = 126.923 [44_report_numbers.csv]
report8:5d730fa811,confirm,epoch rate 1899-2006 matches the stated 0.64 m/yr,,report8 part 1,1899 / 2006 / pair_extent · rate_m_yr = 0.639168 [40_01_epoch_series.csv]
report8:2422c0b935,confirm,epoch rate 2006-2026 matches the stated 2.32 m/yr,,report8 part 1,2006 / 2026 / pair_extent · rate_m_yr = 2.32071 [40_01_epoch_series.csv]
report8:4763571052,deny,"2 is the coefficient in the diffusion formula 2*sqrt(dt), not WTF_C_MAX_DURATION",,report8 part 1,WTF_C_MAX_DURATION = 2 [config.py]
report8:8daaaafc80,deny,"step_mm is a millimetre BACI step value; the sentence states a diffusivity in m2/day, a different physical quantity","the computed diffusivity D=Kb/Sy, not registered",report8 part 1,
report8:d66ad9803b,confirm,Forest/Impact s_coast_fitted matches the stated 1.59,,report8 part 1,Forest / Impact · s_coast_fitted = 1.59224 [10a_10_coastal_fixed1_sensitivity.csv]
report8:8ea04b34f6,confirm,Forest/Impact SE matches 'against the forest controls ... ± 0.44'.,,report8 part 2,Forest / Impact · s_coast_se = 0.442077 [10a_09_coastal_scale_factor.csv]
report8:907d1143c9,confirm,Combined/Impact fitted value matches 'combined controls 1.34'.,,report8 part 2,Combined / Impact · s_coast_fitted = 1.33808 [10a_10_coastal_fixed1_sensitivity.csv]
report8:2288b05144,confirm,Combined/Impact SE matches 'combined controls 1.34 ± 0.61' (not the FarField runner-up).,,report8 part 2,Combined / Impact · s_coast_se = 0.608444 [10a_09_coastal_scale_factor.csv]
report8:b6979ab11e,confirm,FarField/Impact s_coast matches the far-field xi = -1.51.,,report8 part 2,FarField / Impact · s_coast = -1.50833 [10a_09_coastal_scale_factor.csv]
report8:a7b7a3029e,deny,"Sentence is the far-field xi's SE (±0.61); attribution is Combined SE, not FarField SE.",FarField / Impact · s_coast_se = 0.612817 [10a_09_coastal_scale_factor.csv],report8 part 2,Combined / Impact · s_coast_se = 0.608444 [10a_09_coastal_scale_factor.csv]
report8:ca69e7d25a,deny,"'(1)' is a list-item marker, not N_wells",,report8 part 1,
report8:f396a079d3,deny,"'(2)' is a list-item marker in an enumerated description, not ENVELOPE_METRIC_REF_MIN_WET.",,report8 part 2,ENVELOPE_METRIC_REF_MIN_WET = 2 [config.py]
report8:8034e3a96c,deny,"'(3)' is a list-item marker, not N_summers for C3 scraping era.",,report8 part 2,C3 Warren interior / Scraping era 2015–17 · N_summers = 3 [21_forestry_02_distributions_means.csv]
report8:043864d500,deny,"'2)' is a list-item marker, not Canopy_n_controls_in_block.",,report8 part 2,Canopy_n_controls_in_block = 2 [10_consolidated_report_numbers.csv]
report8:6ee748a42b,deny,"'17-well network' is a well count for this analysis, not the 1981 summer_max_mean climate stat.",,report8 part 2,1981 · summer_max_mean = 17 [00_03_summer_warming_stats.csv]
report8:34bac7891f,confirm,FE1 N_cal=29 matches the 29-month pre-clearfell calibration window.,,report8 part 2,FE1 · N_cal = 29 [10h_01_synthetic_calibration.csv]
report8:04f0c00521,confirm,nw10's distance to the 1998 replant block matches '240 m'.,,report8 part 2,nw10 · dist_1998_replant_m = 240.399 [01_locations.csv]
report8:d85958f949,deny,"'2' is the block label in '1998 blocks 1 and 2', not Canopy_n_controls_in_block.",,report8 part 2,Canopy_n_controls_in_block = 2 [10_consolidated_report_numbers.csv]
report8:179dbd6f54,deny,"'3' is the block label in '1998 block 3', not DIFF_BOOT_BLOCK.",,report8 part 2,DIFF_BOOT_BLOCK = 3 [config.py]
report8:81217e47e0,confirm,C2 cluster-level alpha (decay parameter) matches rho_h = 0.936 in the h0*rho_h^n term.,,report8 part 2,C2 · alpha · 11_forecast_pflood_summary.csv · committed 0.9356748240899904 · index proposed
report8:4171fd04d6,confirm,Sentence explicitly names 'the drainage datum ... 3.7 m below ground surface'.,,report8 part 2,DRAINAGE_DATUM = 3.7 [config.py]
report8:04db561985,deny,"'(3)' is a list-item marker for the p_flood formula terms, not RANWELL_LOO_MIN_WELLS.",,report8 part 2,RANWELL_LOO_MIN_WELLS = 3 [config.py]
report8:646db429ce,deny,"'m_p of 1.0' is a definitional statement (average winter), not a trend t-statistic.",,report8 part 2,trend_winter_rainfall_t = 1.04804 [00_report_numbers.csv]
report8:ce44c51413,deny,"'m_p = 1.5 means 50% wetter' is definitional, not a specific year's P/PET ratio.",,report8 part 2,1935 · P_PET_ratio = 1.45038 [00_01_annual_climate_summary.csv]
report8:75d8221782,deny,"'50%' is part of the definitional 'winter 50% wetter than average', not ceh33's seasonal amplitude.",,report8 part 2,ceh33 · Seasonal_amplitude_m = -0.5025 [00_02_well_network_summary.csv] as %
report8:283d6f1b50,deny,"'(4)' is a list-item marker for the p_flood formula terms, not horizon_n_months.",,report8 part 2,C2 · horizon_n_months = 4 [11_forecast_pflood_summary.csv]
report8:e340d13c77,deny,"'0.5 m below ground' is an illustrative example depth for a hypothetical well, not RANWELL_LOO_MAX_M.",,report8 part 2,RANWELL_LOO_MAX_M = 0.5 [config.py]
report8:95e12bc0dd,deny,"m_p=1.05 is a computed example value for the worked C2 well, not the UKCP18 dry-winter P multiplier (different script/purpose).",,report8 part 2,UKCP18_DRY_P_WINTER · config.py · committed 1.05 · index proposed
report8:c5266336ac,deny,"'m_p = 2.5' is the classification threshold, not a forest coastal-gradient SE.",,report8 part 2,full_canopy / linear_capped · beta_forest_se_mm_yr = 2.52077 [25_01_panel_fit_parameters.csv]
report8:f564899788,deny,"'1.0' is the lower boundary of the m_p classification, not a cluster-partition month-merge rate.",,report8 part 2,cluster_month_merge_rate = 0.993 [02_report_numbers.csv]
report8:f8d7957d4a,deny,"'30' is the day-of-month in '30 September' (hydrological year definition), not SSM_MIN_OBS.",,report8 part 2,SSM_MIN_OBS = 30 [config.py]
report8:9960349eae,deny,"Sentence describes the year-of-crossing bootstrap (script 14b_year_of_crossing.py, its own N_BOOT=1000), a different purpose from WTF_C_BOOTSTRAP_N (Sy median-CI bootstrap, section 3.7.3).",script 14b_year_of_crossing.py's own N_BOOT (not a config.py constant),report8 part 2,WTF_C_BOOTSTRAP_N = 1000 [config.py]
report8:45ca8fee14,deny,"'below 0.03' is the r² threshold for winter-maxima linear regression, not a BACI SynthDiD SE.",,report8 part 2,SynthDiD_Impact_se = 0.0315987 [10_consolidated_report_numbers.csv]
report8:d7e64b924f,deny,"'6' is the upper bound of the kappa grid-search range [0,6] m⁻¹, not a ranwell surface-constrained site count.",,report8 part 2,ranwell_sites_surface_constrained = 6 [44_report_numbers.csv]
report8:ea827d93eb,deny,"'0.05' is the kappa grid-search step size (m⁻¹), a different quantity/units from RANWELL_SURFACE_CENSOR_M (a depth in m).",,report8 part 2,RANWELL_SURFACE_CENSOR_M = 0.05 [config.py]
report8:6d8f08eb4d,confirm,z0 = 3.7 m is the drainage datum.,,report8 part 2,DRAINAGE_DATUM = 3.7 [config.py]
report8:d2ba760ce8,confirm,'3.7 m datum' matches DRAINAGE_DATUM.,,report8 part 2,DRAINAGE_DATUM = 3.7 [config.py]
report8:46bab587cb,confirm,c4_vif = 1.09524 matches 'vif ≈ 1.1' for C4.,,report8 part 2,c4_vif = 1.09524 [30_c4_report_numbers.csv]
report8:640d9f5688,confirm,"Sy_assumed=0.08 for C1 in 17_wtf_01_sy_estimates.csv is exactly the literature comparison value used (verified: C1=0.08, others=0.12), matching 'c1 = 0.08 over glacial till'.",,report8 part 2,C1 (Lake Edge) / False · Sy_assumed = 0.08 [17_wtf_01_sy_estimates.csv]
report8:79929f4ffc,confirm,Sy_assumed=0.12 for C2 matches 'c2--c5 = 0.12'.,,report8 part 2,C2 (Dune) / False · Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv]
report8:8a335f51f6,confirm,WTF_C_SY_MIN=0.01 matches the 0.01 lower plausibility bound.,,report8 part 2,WTF_C_SY_MIN = 0.01 [config.py]
report8:49f41ba61b,confirm,WTF_C_MIN_RISE_M=0.05 m = 50 mm matches the minimum cumulative rise.,,report8 part 2,WTF_C_MIN_RISE_M = 0.05 [config.py] as mm
report8:bc6f05eca3,confirm,WTF_C_SY_MIN=0.01 matches the 0.01 lower bound of the 0.01--0.50 range.,,report8 part 2,WTF_C_SY_MIN = 0.01 [config.py]
